PROGRAMA ORCAMENTARIO;DEPOSITO;DEPARTAMENTO;CÓDIGO;DESCRICAO;MÊS;Qtd
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/01/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/02/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/03/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/04/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/05/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/06/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/07/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/08/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/09/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/10/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/11/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402824;MED EL 1E 2F 120V 100A GD B;01/12/2026;200
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/01/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/02/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/03/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/04/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/05/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/06/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/07/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/08/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/09/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/10/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/11/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400937;MED EL 2E 3F 120V 120A GD B;01/12/2026;320
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/01/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/02/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/03/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/04/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/05/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/06/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/07/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/08/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/09/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/10/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/11/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;402592;MED EL 3E 4F 120V 120A GD B;01/12/2026;100
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/01/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/02/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/03/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/04/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/05/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/06/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/07/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/08/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/09/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/10/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/11/2026;10
A40_INSPEÇÃO_UCS;INVESTIMENTO;DCR;400152;MED EL 3E 4F 120 240V 200A TB GD C;01/12/2026;10
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/12/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/11/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/10/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/09/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/08/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/07/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/06/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/05/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/04/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/03/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/02/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;01/01/2026;22
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/11/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/10/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/09/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/08/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/07/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/06/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/05/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/04/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/03/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400069;"TRAFO CRTE 15KV; 20:1; 5-5A; 0,3C12,5 IN";01/01/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/11/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/10/2026;2
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/09/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/08/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/07/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/06/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/05/2026;2
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/04/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/03/2026;2
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400074;TRAFO CRTE 15KV 150-5A;01/01/2026;2
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/11/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/10/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/09/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/08/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/07/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/06/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/05/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/04/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/03/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400091;TRAFO CRTE 15KV 20-5A 13,8KV 0,3C12,5;01/01/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/11/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/10/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/09/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/08/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/07/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/06/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/05/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/04/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/03/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/02/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400092;"TRAFO CRTE 15KV 30-5A 6:1; 0,3C12,5";01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/12/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/12/2026;1320
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/11/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/11/2026;1320
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/10/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/10/2026;1320
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/09/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/09/2026;1320
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/08/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/08/2026;1320
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/07/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/07/2026;1200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/06/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/06/2026;1200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/05/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/05/2026;1200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/04/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/04/2026;1200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/03/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/03/2026;1200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/02/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/01/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400140;ISOLADOR RODL PORC 15KV 81X47MM 1350DAN;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/12/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/11/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/10/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/09/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/08/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/07/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/06/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/05/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/04/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/03/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/02/2026;20
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400152;MEDIDOR ELETR 3F A/R 120V 30/200A MD;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/11/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/10/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/09/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/08/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/07/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/06/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/05/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/04/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/03/2026;1
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/11/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/10/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/09/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/08/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/07/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/06/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/05/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/04/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/03/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/02/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/12/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/11/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/10/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/09/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/08/2026;5
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/07/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/06/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/05/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/04/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/03/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/02/2026;3
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400292;TRAFO DE CRTE 0,6KV 300A-5A 60:1 0,3C12;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/12/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/11/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/10/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/09/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/08/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/07/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/06/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/05/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/04/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/03/2026;840
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/02/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400667;ALCA PREFORM COND CONC 10MM2;01/01/2026;0
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/12/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/11/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/10/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/09/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/08/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/07/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/06/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/05/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/04/2026;200
A130_INSPECAO INTERI;INVESTIMENTO;DIC;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;01/03/2026;200
