PROGRAMA ORCAMENTARIO;DEPOSITO;DEPARTAMENTO;CÓDIGO;DESCRICAO;MÊS;Qtd
A11_EXTENS_REDMT;CUSTEIO;DTE;801186;OLHAL PARAFUSO AC 16MM 5000DAN;01/05/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801186;OLHAL PARAFUSO AC 16MM 5000DAN;01/04/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801186;OLHAL PARAFUSO AC 16MM 5000DAN;01/03/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801186;OLHAL PARAFUSO AC 16MM 5000DAN;01/02/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801186;OLHAL PARAFUSO AC 16MM 5000DAN;01/01/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/10/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/09/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/08/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/07/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/06/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/05/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/04/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/03/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/02/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801215;CONECTOR DER CU 13-34MM2;01/01/2026;4
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/09/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/08/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/07/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/06/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/05/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/04/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/03/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/02/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;01/01/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/09/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/08/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/07/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/06/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/05/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/04/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/03/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/02/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;01/01/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/06/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/05/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/04/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/03/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801256;PERFIL U AC 76X900MM REDE COMPACTA;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/06/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/05/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/04/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/03/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801304;CINTA POSTE CIRC ACO 160MM;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/09/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/08/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/07/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/06/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/05/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/04/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/03/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/02/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801313;PINO ISOLADOR AC 25X294X19MM;01/01/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/12/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/11/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/10/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/09/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/08/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/07/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/06/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/05/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/04/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/03/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/02/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;01/01/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/06/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/05/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/04/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/03/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801373;CONECTOR PARAL AL 10AWG-1/0AWG;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/09/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/08/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/07/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/06/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/05/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/04/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/11/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/10/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/09/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/08/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/07/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/06/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/05/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/04/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801379;SELA CRUZETA POSTE AC 115MM 18MM;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/10/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/09/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/08/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/07/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/06/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/05/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/04/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/03/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/02/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;01/01/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/06/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/05/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/04/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;801826;ELO FUSIVEL BOTAO K 6A 500MM;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/07/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/06/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/05/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/04/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/03/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/02/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802246;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;01/01/2026;2
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/06/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/05/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/04/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/09/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/08/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/07/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/06/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/05/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/04/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;01/01/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/09/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/08/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/07/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/06/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/05/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/04/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/03/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/02/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;01/01/2026;3
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/12/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/11/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/10/2026;0
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/09/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/08/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/07/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/06/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/05/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/04/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/03/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/02/2026;1
A11_EXTENS_REDMT;CUSTEIO;DTE;804421;ISOLADOR PINO, POLIMERICO COM TRAVAS;01/01/2026;1
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/12/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/11/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/10/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/09/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/08/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/07/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/06/2026;0
CUSTEIO;CUSTEIO;DTM;110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;01/05/2026;8
